fips_code,county_name,state_code,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,social_vulnerability_index,svi_category,ability_to_handle_a_covid,cvac_category
40145,"Wagoner County, Oklahoma",OK,0.1762,0.2304,0.1203,0.42,Moderate Vulnerability,0.52,Moderate Concern
41021,"Gilliam County, Oregon",OR,0.1146,0.1431,0.0869,0.51,Moderate Vulnerability,0.58,Moderate Concern
39141,"Ross County, Ohio",OH,0.1665,0.23,0.1022,0.73,High Vulnerability,0.11,Very Low Concern
40017,"Canadian County, Oklahoma",OK,0.1848,0.2364,0.127,0.26,Low Vulnerability,0.44,Moderate Concern
40111,"Okmulgee County, Oklahoma",OK,0.1982,0.262,0.1376,0.87,Very High Vulnerability,0.81,Very High Concern
40039,"Custer County, Oklahoma",OK,0.176,0.2373,0.1216,0.75,High Vulnerability,0.55,Moderate Concern
40081,"Lincoln County, Oklahoma",OK,0.1905,0.2494,0.1324,0.48,Moderate Vulnerability,0.59,Moderate Concern
39159,"Union County, Ohio",OH,0.1591,0.217,0.0968,0.08,Very Low Vulnerability,0.05,Very Low Concern
40137,"Stephens County, Oklahoma",OK,0.1975,0.2604,0.1363,0.61,High Vulnerability,0.62,High Concern
41013,"Crook County, Oregon",OR,0.1146,0.1431,0.0869,0.57,Moderate Vulnerability,0.46,Moderate Concern
40093,"Major County, Oklahoma",OK,0.1971,0.2577,0.1392,0.32,Low Vulnerability,0.49,Moderate Concern
41065,"Wasco County, Oregon",OR,0.1146,0.1431,0.0869,0.84,Very High Vulnerability,0.63,High Concern
40047,"Garfield County, Oklahoma",OK,0.1846,0.2415,0.1265,0.59,Moderate Vulnerability,0.51,Moderate Concern
41035,"Klamath County, Oregon",OR,0.1222,0.1569,0.0919,0.87,Very High Vulnerability,0.58,Moderate Concern
40103,"Noble County, Oklahoma",OK,0.1846,0.2415,0.1265,0.34,Low Vulnerability,0.63,High Concern
41037,"Lake County, Oregon",OR,0.1222,0.1569,0.0919,0.76,High Vulnerability,0.75,High Concern
41003,"Benton County, Oregon",OR,0.107,0.1345,0.0804,0.35,Low Vulnerability,0.44,Moderate Concern
39103,"Medina County, Ohio",OH,0.1204,0.1622,0.0712,0.01,Very Low Vulnerability,0.02,Very Low Concern
40073,"Kingfisher County, Oklahoma",OK,0.1971,0.2577,0.1392,0.38,Low Vulnerability,0.53,Moderate Concern
39113,"Montgomery County, Ohio",OH,0.1357,0.1916,0.08,0.67,High Vulnerability,0.13,Very Low Concern
40045,"Ellis County, Oklahoma",OK,0.1971,0.2577,0.1392,0.3,Low Vulnerability,0.59,Moderate Concern
41005,"Clackamas County, Oregon",OR,0.0977,0.119,0.0738,0.19,Very Low Vulnerability,0.36,Low Concern
40095,"Marshall County, Oklahoma",OK,0.2029,0.2652,0.1411,0.85,Very High Vulnerability,0.81,Very High Concern
40129,"Roger Mills County, Oklahoma",OK,0.176,0.2373,0.1216,0.4,Moderate Vulnerability,0.6,High Concern
40001,"Adair County, Oklahoma",OK,0.2143,0.2874,0.1469,0.9,Very High Vulnerability,0.99,Very High Concern
40065,"Jackson County, Oklahoma",OK,0.176,0.2373,0.1216,0.82,Very High Vulnerability,0.8,Very High Concern
39143,"Sandusky County, Ohio",OH,0.1304,0.1814,0.077,0.4,Low Vulnerability,0.08,Very Low Concern
41045,"Malheur County, Oregon",OR,0.1222,0.1569,0.0919,1.0,Very High Vulnerability,0.62,High Concern
39167,"Washington County, Ohio",OH,0.1477,0.2038,0.0894,0.35,Low Vulnerability,0.19,Very Low Concern
40109,"Oklahoma County, Oklahoma",OK,0.1679,0.2273,0.1137,0.68,High Vulnerability,0.47,Moderate Concern
40055,"Greer County, Oklahoma",OK,0.176,0.2373,0.1216,0.77,High Vulnerability,0.91,Very High Concern
40119,"Payne County, Oklahoma",OK,0.187,0.2529,0.1307,0.51,Moderate Vulnerability,0.67,High Concern
39119,"Muskingum County, Ohio",OH,0.1663,0.2321,0.1012,0.6,Moderate Vulnerability,0.16,Very Low Concern
40031,"Comanche County, Oklahoma",OK,0.2035,0.2788,0.1397,0.84,Very High Vulnerability,0.71,High Concern
41053,"Polk County, Oregon",OR,0.1084,0.1348,0.0818,0.58,Moderate Vulnerability,0.52,Moderate Concern
40143,"Tulsa County, Oklahoma",OK,0.1669,0.2217,0.1139,0.62,High Vulnerability,0.54,Moderate Concern
41019,"Douglas County, Oregon",OR,0.1224,0.1542,0.0925,0.73,High Vulnerability,0.49,Moderate Concern
40079,"Le Flore County, Oklahoma",OK,0.206,0.2715,0.1436,0.9,Very High Vulnerability,0.92,Very High Concern
40117,"Pawnee County, Oklahoma",OK,0.1959,0.2544,0.1373,0.54,Moderate Vulnerability,0.68,High Concern
39127,"Perry County, Ohio",OH,0.1663,0.2321,0.1012,0.55,Moderate Vulnerability,0.43,Moderate Concern
41029,"Jackson County, Oregon",OR,0.114,0.1439,0.0855,0.74,High Vulnerability,0.4,Low Concern
40007,"Beaver County, Oklahoma",OK,0.1971,0.2577,0.1392,0.46,Moderate Vulnerability,0.75,High Concern
41039,"Lane County, Oregon",OR,0.1066,0.1353,0.0795,0.65,High Vulnerability,0.55,Moderate Concern
40071,"Kay County, Oklahoma",OK,0.1846,0.2415,0.1265,0.84,Very High Vulnerability,0.7,High Concern
41027,"Hood River County, Oregon",OR,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.48,Moderate Concern
40135,"Sequoyah County, Oklahoma",OK,0.2143,0.2874,0.1469,0.92,Very High Vulnerability,0.84,Very High Concern
39105,"Meigs County, Ohio",OH,0.148,0.2138,0.0893,0.68,High Vulnerability,0.47,Moderate Concern
39165,"Warren County, Ohio",OH,0.1151,0.1563,0.0687,0.05,Very Low Vulnerability,0.01,Very Low Concern
39169,"Wayne County, Ohio",OH,0.1542,0.211,0.0969,0.48,Moderate Vulnerability,0.39,Low Concern
40015,"Caddo County, Oklahoma",OK,0.1975,0.2604,0.1363,0.95,Very High Vulnerability,0.88,Very High Concern
40053,"Grant County, Oklahoma",OK,0.1971,0.2577,0.1392,0.16,Very Low Vulnerability,0.37,Low Concern
39135,"Preble County, Ohio",OH,0.143,0.1969,0.0854,0.17,Very Low Vulnerability,0.18,Very Low Concern
39145,"Scioto County, Ohio",OH,0.157,0.2195,0.0957,0.83,Very High Vulnerability,0.32,Low Concern
40013,"Bryan County, Oklahoma",OK,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.77,High Concern
40043,"Dewey County, Oklahoma",OK,0.1971,0.2577,0.1392,0.22,Low Vulnerability,0.51,Moderate Concern
41007,"Clatsop County, Oregon",OR,0.1132,0.1414,0.0851,0.52,Moderate Vulnerability,0.49,Moderate Concern
39155,"Trumbull County, Ohio",OH,0.148,0.2101,0.0892,0.46,Moderate Vulnerability,0.29,Low Concern
40067,"Jefferson County, Oklahoma",OK,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.91,Very High Concern
39125,"Paulding County, Ohio",OH,0.1416,0.1976,0.0848,0.29,Low Vulnerability,0.26,Low Concern
40033,"Cotton County, Oklahoma",OK,0.1975,0.2604,0.1363,0.67,High Vulnerability,0.87,Very High Concern
41059,"Umatilla County, Oregon",OR,0.1148,0.1453,0.088,0.97,Very High Vulnerability,0.73,High Concern
40023,"Choctaw County, Oklahoma",OK,0.206,0.2715,0.1436,0.96,Very High Vulnerability,0.91,Very High Concern
40097,"Mayes County, Oklahoma",OK,0.2003,0.2636,0.1386,0.75,High Vulnerability,0.71,High Concern
40151,"Woods County, Oklahoma",OK,0.1971,0.2577,0.1392,0.31,Low Vulnerability,0.75,High Concern
40087,"McClain County, Oklahoma",OK,0.1895,0.2435,0.1317,0.16,Very Low Vulnerability,0.34,Low Concern
40077,"Latimer County, Oklahoma",OK,0.206,0.2715,0.1436,0.89,Very High Vulnerability,0.86,Very High Concern
39115,"Morgan County, Ohio",OH,0.1477,0.2038,0.0894,0.57,Moderate Vulnerability,0.53,Moderate Concern
40003,"Alfalfa County, Oklahoma",OK,0.1971,0.2577,0.1392,0.25,Low Vulnerability,0.64,High Concern
40121,"Pittsburg County, Oklahoma",OK,0.206,0.2715,0.1436,0.83,Very High Vulnerability,0.74,High Concern
40131,"Rogers County, Oklahoma",OK,0.177,0.2311,0.1207,0.28,Low Vulnerability,0.49,Moderate Concern
41051,"Multnomah County, Oregon",OR,0.0925,0.1169,0.0677,0.47,Moderate Vulnerability,0.57,Moderate Concern
40107,"Okfuskee County, Oklahoma",OK,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.91,Very High Concern
40057,"Harmon County, Oklahoma",OK,0.176,0.2373,0.1216,0.81,Very High Vulnerability,0.82,Very High Concern
40141,"Tillman County, Oklahoma",OK,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.84,Very High Concern
41031,"Jefferson County, Oregon",OR,0.1146,0.1431,0.0869,0.91,Very High Vulnerability,0.67,High Concern
41041,"Lincoln County, Oregon",OR,0.1132,0.1414,0.0851,0.55,Moderate Vulnerability,0.56,Moderate Concern
39107,"Mercer County, Ohio",OH,0.1341,0.1849,0.0798,0.05,Very Low Vulnerability,0.06,Very Low Concern
40085,"Love County, Oklahoma",OK,0.2075,0.2698,0.1452,0.63,High Vulnerability,0.67,High Concern
39171,"Williams County, Ohio",OH,0.1416,0.1976,0.0848,0.27,Low Vulnerability,0.1,Very Low Concern
40149,"Washita County, Oklahoma",OK,0.176,0.2373,0.1216,0.4,Moderate Vulnerability,0.7,High Concern
41017,"Deschutes County, Oregon",OR,0.0996,0.1215,0.0739,0.16,Very Low Vulnerability,0.3,Low Concern
41061,"Union County, Oregon",OR,0.1148,0.1453,0.088,0.67,High Vulnerability,0.44,Moderate Concern
40021,"Cherokee County, Oklahoma",OK,0.2143,0.2874,0.1469,0.93,Very High Vulnerability,0.78,High Concern
40051,"Grady County, Oklahoma",OK,0.1895,0.2435,0.1317,0.31,Low Vulnerability,0.57,Moderate Concern
39137,"Putnam County, Ohio",OH,0.1285,0.1778,0.0765,0.02,Very Low Vulnerability,0.09,Very Low Concern
40115,"Ottawa County, Oklahoma",OK,0.2003,0.2636,0.1386,0.96,Very High Vulnerability,0.77,High Concern
40025,"Cimarron County, Oklahoma",OK,0.1971,0.2577,0.1392,0.45,Moderate Vulnerability,0.73,High Concern
40059,"Harper County, Oklahoma",OK,0.1971,0.2577,0.1392,0.32,Low Vulnerability,0.6,High Concern
39133,"Portage County, Ohio",OH,0.1343,0.1879,0.0802,0.25,Low Vulnerability,0.14,Very Low Concern
41025,"Harney County, Oregon",OR,0.1222,0.1569,0.0919,0.71,High Vulnerability,0.43,Moderate Concern
39163,"Vinton County, Ohio",OH,0.1686,0.2337,0.1043,0.72,High Vulnerability,0.49,Moderate Concern
39123,"Ottawa County, Ohio",OH,0.1216,0.1683,0.0722,0.15,Very Low Vulnerability,0.09,Very Low Concern
40069,"Johnston County, Oklahoma",OK,0.2029,0.2652,0.1411,0.85,Very High Vulnerability,0.76,High Concern
41057,"Tillamook County, Oregon",OR,0.1132,0.1414,0.0851,0.66,High Vulnerability,0.61,High Concern
40011,"Blaine County, Oklahoma",OK,0.1971,0.2577,0.1392,0.67,High Vulnerability,0.63,High Concern
40123,"Pontotoc County, Oklahoma",OK,0.2038,0.2661,0.1419,0.65,High Vulnerability,0.5,Moderate Concern
40099,"Murray County, Oklahoma",OK,0.2075,0.2698,0.1452,0.71,High Vulnerability,0.73,High Concern
40133,"Seminole County, Oklahoma",OK,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.83,Very High Concern
40005,"Atoka County, Oklahoma",OK,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.94,Very High Concern
39153,"Summit County, Ohio",OH,0.128,0.1827,0.0758,0.33,Low Vulnerability,0.08,Very Low Concern
40035,"Craig County, Oklahoma",OK,0.2003,0.2636,0.1386,0.85,Very High Vulnerability,0.82,Very High Concern
40153,"Woodward County, Oklahoma",OK,0.1971,0.2577,0.1392,0.57,Moderate Vulnerability,0.52,Moderate Concern
41049,"Morrow County, Oregon",OR,0.1146,0.1431,0.0869,0.76,High Vulnerability,0.52,Moderate Concern
39147,"Seneca County, Ohio",OH,0.1468,0.2064,0.088,0.38,Low Vulnerability,0.28,Low Concern
39117,"Morrow County, Ohio",OH,0.1586,0.2197,0.0961,0.19,Very Low Vulnerability,0.32,Low Concern
40075,"Kiowa County, Oklahoma",OK,0.176,0.2373,0.1216,0.65,High Vulnerability,0.9,Very High Concern
41009,"Columbia County, Oregon",OR,0.1132,0.1414,0.0851,0.4,Moderate Vulnerability,0.58,Moderate Concern
40041,"Delaware County, Oklahoma",OK,0.2003,0.2636,0.1386,0.77,High Vulnerability,0.73,High Concern
40089,"McCurtain County, Oklahoma",OK,0.206,0.2715,0.1436,0.91,Very High Vulnerability,0.96,Very High Concern
39173,"Wood County, Ohio",OH,0.1252,0.1753,0.0741,0.17,Very Low Vulnerability,0.08,Very Low Concern
41063,"Wallowa County, Oregon",OR,0.1148,0.1453,0.088,0.5,Moderate Vulnerability,0.51,Moderate Concern
39161,"Van Wert County, Ohio",OH,0.1341,0.1849,0.0798,0.17,Very Low Vulnerability,0.16,Very Low Concern
40027,"Cleveland County, Oklahoma",OK,0.1651,0.2175,0.1123,0.34,Low Vulnerability,0.38,Low Concern
39139,"Richland County, Ohio",OH,0.1532,0.2141,0.0933,0.62,High Vulnerability,0.3,Low Concern
40139,"Texas County, Oklahoma",OK,0.1971,0.2577,0.1392,0.82,Very High Vulnerability,0.78,High Concern
39109,"Miami County, Ohio",OH,0.1411,0.1956,0.0842,0.12,Very Low Vulnerability,0.13,Very Low Concern
41023,"Grant County, Oregon",OR,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.57,Moderate Concern
41043,"Linn County, Oregon",OR,0.107,0.1345,0.0804,0.68,High Vulnerability,0.56,Moderate Concern
40083,"Logan County, Oklahoma",OK,0.1905,0.2494,0.1324,0.3,Low Vulnerability,0.49,Moderate Concern
40113,"Osage County, Oklahoma",OK,0.1871,0.2429,0.1303,0.62,High Vulnerability,0.62,High Concern
41033,"Josephine County, Oregon",OR,0.1209,0.1537,0.0909,0.66,High Vulnerability,0.5,Moderate Concern
40019,"Carter County, Oklahoma",OK,0.2075,0.2698,0.1452,0.79,High Vulnerability,0.56,Moderate Concern
39131,"Pike County, Ohio",OH,0.1686,0.2337,0.1043,0.8,High Vulnerability,0.34,Low Concern
40061,"Haskell County, Oklahoma",OK,0.206,0.2715,0.1436,0.87,Very High Vulnerability,0.85,Very High Concern
40049,"Garvin County, Oklahoma",OK,0.2075,0.2698,0.1452,0.51,Moderate Vulnerability,0.5,Moderate Concern
40105,"Nowata County, Oklahoma",OK,0.2003,0.2636,0.1386,0.59,Moderate Vulnerability,0.75,High Concern
40147,"Washington County, Oklahoma",OK,0.1959,0.2544,0.1373,0.44,Moderate Vulnerability,0.46,Moderate Concern
41015,"Curry County, Oregon",OR,0.1209,0.1537,0.0909,0.49,Moderate Vulnerability,0.43,Moderate Concern
40091,"McIntosh County, Oklahoma",OK,0.1982,0.262,0.1376,0.78,High Vulnerability,0.78,High Concern
40125,"Pottawatomie County, Oklahoma",OK,0.1902,0.2476,0.1322,0.78,High Vulnerability,0.61,High Concern
42053,"Forest County, Pennsylvania",PA,0.1305,0.1849,0.0878,0.71,High Vulnerability,0.54,Moderate Concern
45063,"Lexington County, South Carolina",SC,0.1426,0.2164,0.08,0.44,Moderate Vulnerability,0.27,Low Concern
46003,"Aurora County, South Dakota",SD,0.1018,0.1463,0.0753,0.27,Low Vulnerability,0.22,Low Concern
45019,"Charleston County, South Carolina",SC,0.1251,0.1911,0.0687,0.32,Low Vulnerability,0.37,Low Concern
46055,"Haakon County, South Dakota",SD,0.1365,0.2068,0.0967,0.36,Low Vulnerability,0.42,Moderate Concern
42117,"Tioga County, Pennsylvania",PA,0.1235,0.1733,0.0818,0.32,Low Vulnerability,0.16,Very Low Concern
46025,"Clark County, South Dakota",SD,0.1018,0.1485,0.0747,0.17,Very Low Vulnerability,0.36,Low Concern
45029,"Colleton County, South Carolina",SC,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.69,High Concern
46027,"Clay County, South Dakota",SD,0.1025,0.1467,0.0742,0.25,Low Vulnerability,0.22,Low Concern
45083,"Spartanburg County, South Carolina",SC,0.1443,0.223,0.0814,0.76,High Vulnerability,0.45,Moderate Concern
41069,"Wheeler County, Oregon",OR,0.1146,0.1431,0.0869,0.39,Low Vulnerability,0.41,Moderate Concern
44009,"Washington County, Rhode Island",RI,0.0628,0.0826,0.0474,0.09,Very Low Vulnerability,0.0,Very Low Concern
42007,"Beaver County, Pennsylvania",PA,0.1091,0.1534,0.071,0.25,Low Vulnerability,0.07,Very Low Concern
42115,"Susquehanna County, Pennsylvania",PA,0.1196,0.1661,0.0788,0.21,Low Vulnerability,0.21,Low Concern
45085,"Sumter County, South Carolina",SC,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.72,High Concern
45021,"Cherokee County, South Carolina",SC,0.1516,0.2374,0.0859,0.7,High Vulnerability,0.86,Very High Concern
45055,"Kershaw County, South Carolina",SC,0.1375,0.216,0.0761,0.5,Moderate Vulnerability,0.55,Moderate Concern
42051,"Fayette County, Pennsylvania",PA,0.1373,0.1957,0.0914,0.62,High Vulnerability,0.26,Low Concern
42071,"Lancaster County, Pennsylvania",PA,0.1133,0.1574,0.076,0.46,Moderate Vulnerability,0.27,Low Concern
44001,"Bristol County, Rhode Island",RI,0.0628,0.0828,0.0475,0.12,Very Low Vulnerability,0.01,Very Low Concern
42037,"Columbia County, Pennsylvania",PA,0.1185,0.1676,0.0781,0.28,Low Vulnerability,0.16,Very Low Concern
46035,"Davison County, South Dakota",SD,0.1018,0.1463,0.0753,0.23,Low Vulnerability,0.15,Very Low Concern
42061,"Huntingdon County, Pennsylvania",PA,0.128,0.1796,0.0849,0.49,Moderate Vulnerability,0.2,Very Low Concern
45035,"Dorchester County, South Carolina",SC,0.1455,0.2246,0.0804,0.42,Moderate Vulnerability,0.42,Moderate Concern
42125,"Washington County, Pennsylvania",PA,0.1111,0.1548,0.0727,0.17,Very Low Vulnerability,0.03,Very Low Concern
45045,"Greenville County, South Carolina",SC,0.1351,0.2046,0.0756,0.5,Moderate Vulnerability,0.3,Low Concern
42013,"Blair County, Pennsylvania",PA,0.128,0.1796,0.0849,0.4,Low Vulnerability,0.16,Very Low Concern
42101,"Philadelphia County, Pennsylvania",PA,0.1096,0.1691,0.0709,0.92,Very High Vulnerability,0.31,Low Concern
46043,"Douglas County, South Dakota",SD,0.1018,0.1463,0.0753,0.15,Very Low Vulnerability,0.26,Low Concern
45069,"Marlboro County, South Carolina",SC,0.1502,0.2317,0.0849,0.99,Very High Vulnerability,0.91,Very High Concern
46009,"Bon Homme County, South Dakota",SD,0.1018,0.1463,0.0753,0.24,Low Vulnerability,0.31,Low Concern
45005,"Allendale County, South Carolina",SC,0.1476,0.2402,0.0838,0.99,Very High Vulnerability,0.82,Very High Concern
45043,"Georgetown County, South Carolina",SC,0.1437,0.2305,0.0807,0.68,High Vulnerability,0.5,Moderate Concern
42021,"Cambria County, Pennsylvania",PA,0.1195,0.1703,0.0786,0.49,Moderate Vulnerability,0.19,Very Low Concern
46019,"Butte County, South Dakota",SD,0.1046,0.1513,0.0764,0.36,Low Vulnerability,0.5,Moderate Concern
42077,"Lehigh County, Pennsylvania",PA,0.1082,0.1578,0.0695,0.63,High Vulnerability,0.13,Very Low Concern
46029,"Codington County, South Dakota",SD,0.1018,0.1485,0.0747,0.24,Low Vulnerability,0.15,Very Low Concern
44007,"Providence County, Rhode Island",RI,0.0724,0.0999,0.0535,0.76,High Vulnerability,0.08,Very Low Concern
46017,"Buffalo County, South Dakota",SD,0.1365,0.2068,0.0967,0.97,Very High Vulnerability,0.79,High Concern
45061,"Lee County, South Carolina",SC,0.1524,0.2446,0.0863,0.92,Very High Vulnerability,0.9,Very High Concern
41071,"Yamhill County, Oregon",OR,0.1084,0.1348,0.0818,0.66,High Vulnerability,0.55,Moderate Concern
42059,"Greene County, Pennsylvania",PA,0.1229,0.174,0.0808,0.44,Moderate Vulnerability,0.2,Low Concern
42063,"Indiana County, Pennsylvania",PA,0.1257,0.1777,0.084,0.55,Moderate Vulnerability,0.35,Low Concern
46057,"Hamlin County, South Dakota",SD,0.1018,0.1485,0.0747,0.16,Very Low Vulnerability,0.21,Low Concern
42085,"Mercer County, Pennsylvania",PA,0.1194,0.1682,0.0796,0.54,Moderate Vulnerability,0.16,Very Low Concern
42123,"Warren County, Pennsylvania",PA,0.1249,0.1764,0.0839,0.21,Low Vulnerability,0.14,Very Low Concern
42029,"Chester County, Pennsylvania",PA,0.085,0.1158,0.0561,0.14,Very Low Vulnerability,0.02,Very Low Concern
42039,"Crawford County, Pennsylvania",PA,0.1249,0.1764,0.0839,0.51,Moderate Vulnerability,0.24,Low Concern
42083,"McKean County, Pennsylvania",PA,0.1296,0.1825,0.086,0.55,Moderate Vulnerability,0.32,Low Concern
42113,"Sullivan County, Pennsylvania",PA,0.1235,0.1733,0.0818,0.36,Low Vulnerability,0.27,Low Concern
45087,"Union County, South Carolina",SC,0.1516,0.2374,0.0859,0.87,Very High Vulnerability,0.77,High Concern
42049,"Erie County, Pennsylvania",PA,0.1246,0.1787,0.0817,0.62,High Vulnerability,0.16,Very Low Concern
44003,"Kent County, Rhode Island",RI,0.0713,0.0934,0.0529,0.15,Very Low Vulnerability,0.0,Very Low Concern
42019,"Butler County, Pennsylvania",PA,0.0995,0.137,0.0647,0.08,Very Low Vulnerability,0.04,Very Low Concern
42103,"Pike County, Pennsylvania",PA,0.1196,0.1661,0.0788,0.13,Very Low Vulnerability,0.15,Very Low Concern
46049,"Faulk County, South Dakota",SD,0.1018,0.1485,0.0747,0.08,Very Low Vulnerability,0.1,Very Low Concern
42093,"Montour County, Pennsylvania",PA,0.125,0.1769,0.0829,0.31,Low Vulnerability,0.1,Very Low Concern
45023,"Chester County, South Carolina",SC,0.1516,0.2374,0.0859,0.74,High Vulnerability,0.81,Very High Concern
45077,"Pickens County, South Carolina",SC,0.1453,0.2216,0.0826,0.6,Moderate Vulnerability,0.55,Moderate Concern
45013,"Beaufort County, South Carolina",SC,0.1213,0.1858,0.0679,0.4,Moderate Vulnerability,0.28,Low Concern
45003,"Aiken County, South Carolina",SC,0.1467,0.226,0.0824,0.67,High Vulnerability,0.61,High Concern
42009,"Bedford County, Pennsylvania",PA,0.1304,0.1824,0.0876,0.27,Low Vulnerability,0.23,Low Concern
42073,"Lawrence County, Pennsylvania",PA,0.1203,0.1709,0.0795,0.47,Moderate Vulnerability,0.17,Very Low Concern
45047,"Greenwood County, South Carolina",SC,0.1406,0.2215,0.079,0.93,Very High Vulnerability,0.6,High Concern
45057,"Lancaster County, South Carolina",SC,0.1502,0.2317,0.0849,0.51,Moderate Vulnerability,0.57,Moderate Concern
46041,"Dewey County, South Dakota",SD,0.1365,0.2068,0.0967,0.88,Very High Vulnerability,0.69,High Concern
45033,"Dillon County, South Carolina",SC,0.1437,0.2305,0.0807,0.97,Very High Vulnerability,0.8,Very High Concern
42127,"Wayne County, Pennsylvania",PA,0.1196,0.1661,0.0788,0.26,Low Vulnerability,0.06,Very Low Concern
45067,"Marion County, South Carolina",SC,0.1437,0.2305,0.0807,0.93,Very High Vulnerability,0.89,Very High Concern
46021,"Campbell County, South Dakota",SD,0.1018,0.1485,0.0747,0.01,Very Low Vulnerability,0.21,Low Concern
46031,"Corson County, South Dakota",SD,0.1365,0.2068,0.0967,0.84,Very High Vulnerability,0.8,Very High Concern
42001,"Adams County, Pennsylvania",PA,0.1191,0.1651,0.0793,0.21,Low Vulnerability,0.14,Very Low Concern
45011,"Barnwell County, South Carolina",SC,0.1476,0.2402,0.0838,0.99,Very High Vulnerability,0.86,Very High Concern
42065,"Jefferson County, Pennsylvania",PA,0.1305,0.1849,0.0878,0.33,Low Vulnerability,0.4,Moderate Concern
45075,"Orangeburg County, South Carolina",SC,0.1476,0.2402,0.0838,0.92,Very High Vulnerability,0.77,High Concern
46007,"Bennett County, South Dakota",SD,0.1365,0.2068,0.0967,0.79,High Vulnerability,0.72,High Concern
46051,"Grant County, South Dakota",SD,0.1018,0.1485,0.0747,0.06,Very Low Vulnerability,0.19,Very Low Concern
42091,"Montgomery County, Pennsylvania",PA,0.0856,0.1177,0.0561,0.17,Very Low Vulnerability,0.01,Very Low Concern
42121,"Venango County, Pennsylvania",PA,0.1305,0.1849,0.0878,0.42,Moderate Vulnerability,0.22,Low Concern
42031,"Clarion County, Pennsylvania",PA,0.1305,0.1849,0.0878,0.48,Moderate Vulnerability,0.33,Low Concern
45041,"Florence County, South Carolina",SC,0.1429,0.2257,0.0807,0.9,Very High Vulnerability,0.58,Moderate Concern
42095,"Northampton County, Pennsylvania",PA,0.0977,0.1362,0.0634,0.29,Low Vulnerability,0.09,Very Low Concern
42129,"Westmoreland County, Pennsylvania",PA,0.106,0.148,0.0695,0.14,Very Low Vulnerability,0.05,Very Low Concern
42027,"Centre County, Pennsylvania",PA,0.1099,0.1607,0.073,0.29,Low Vulnerability,0.22,Low Concern
46015,"Brule County, South Dakota",SD,0.1018,0.1463,0.0753,0.57,Moderate Vulnerability,0.27,Low Concern
42057,"Fulton County, Pennsylvania",PA,0.1304,0.1824,0.0876,0.22,Low Vulnerability,0.41,Moderate Concern
42017,"Bucks County, Pennsylvania",PA,0.0891,0.1212,0.0585,0.08,Very Low Vulnerability,0.01,Very Low Concern
44005,"Newport County, Rhode Island",RI,0.0628,0.0828,0.0475,0.18,Very Low Vulnerability,0.01,Very Low Concern
46047,"Fall River County, South Dakota",SD,0.1365,0.2068,0.0967,0.42,Moderate Vulnerability,0.26,Low Concern
42081,"Lycoming County, Pennsylvania",PA,0.1252,0.1779,0.0833,0.42,Moderate Vulnerability,0.12,Very Low Concern
45049,"Hampton County, South Carolina",SC,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.89,Very High Concern
45025,"Chesterfield County, South Carolina",SC,0.1502,0.2317,0.0849,0.95,Very High Vulnerability,0.93,Very High Concern
45059,"Laurens County, South Carolina",SC,0.1461,0.2229,0.0823,0.92,Very High Vulnerability,0.69,High Concern
42075,"Lebanon County, Pennsylvania",PA,0.1206,0.17,0.08,0.53,Moderate Vulnerability,0.21,Low Concern
42047,"Elk County, Pennsylvania",PA,0.1296,0.1825,0.086,0.12,Very Low Vulnerability,0.07,Very Low Concern
42105,"Potter County, Pennsylvania",PA,0.1296,0.1825,0.086,0.44,Moderate Vulnerability,0.31,Low Concern
45079,"Richland County, South Carolina",SC,0.1317,0.2142,0.0734,0.63,High Vulnerability,0.46,Moderate Concern
46039,"Deuel County, South Dakota",SD,0.1018,0.1485,0.0747,0.08,Very Low Vulnerability,0.28,Low Concern
42041,"Cumberland County, Pennsylvania",PA,0.1054,0.1462,0.07,0.16,Very Low Vulnerability,0.03,Very Low Concern
42011,"Berks County, Pennsylvania",PA,0.1092,0.1545,0.0712,0.62,High Vulnerability,0.22,Low Concern
45001,"Abbeville County, South Carolina",SC,0.1406,0.2215,0.079,0.86,Very High Vulnerability,0.81,Very High Concern
45089,"Williamsburg County, South Carolina",SC,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.89,Very High Concern
42111,"Somerset County, Pennsylvania",PA,0.1304,0.1824,0.0876,0.42,Moderate Vulnerability,0.34,Low Concern
45015,"Berkeley County, South Carolina",SC,0.1342,0.2064,0.0744,0.51,Moderate Vulnerability,0.5,Moderate Concern
42067,"Juniata County, Pennsylvania",PA,0.1356,0.1897,0.0925,0.45,Moderate Vulnerability,0.53,Moderate Concern
46053,"Gregory County, South Dakota",SD,0.1365,0.2068,0.0967,0.28,Low Vulnerability,0.21,Low Concern
